evento_id,evento,deporte_id
629,"Tennis Men's Doubles, Covered Courts",32
630,"Tennis Men's Singles, Covered Courts",32
631,Cycling Men's 25 kilometres,29
632,"Nordic Combined Men's Normal Hill / 10 km, Individual",41
633,"Nordic Combined Men's Large Hill / 10 km, Individual",41
634,"Shooting Men's Military Rifle, 200 metres",26
635,"Short Track Speed Skating Women's 1,500 metres",53
636,Athletics Men's Standing Triple Jump,7
637,Rowing Men's Coxed Pairs 1 kilometres,22
638,"Shooting Men's Military Pistol, 30 metres",26
639,Cycling Women's Keirin,29
640,"Archery Men's Au Cordon Dore, 50 metres",37
641,Swimming Women's 300 metres Freestyle,9
642,Snowboarding Women's Giant Slalom,51
643,"Canoeing Men's Canadian Singles, 200 metres",31
644,Sailing Mixed 30 metres,11
645,"Athletics Men's 4,000 metres Steeplechase",7
646,"Athletics Men's 5,000 metres, Team",7
647,Snowboarding Men's Slopestyle,51
648,Rowing Men's Coxed Pairs 1 mile,22
649,Art Competitions Mixed Unknown Event,14
650,Cycling Women's Omnium,29
651,Freestyle Skiing Men's Halfpipe,44
652,Swimming Men's 200 metres Obstacle Course,9
653,Swimming Men's 200 metres Team Swimming,9
654,Sailing Mixed 12 foot,11
655,"Art Competitions Mixed Music, Instrumental And Chamber",14
656,"Art Competitions Mixed Music, Vocals",14
657,"Art Competitions Mixed Literature, Dramatic Works",14
658,Jeu De Paume Men's Singles,62
659,Sailing Mixed 10-20 Ton,11
660,Cycling Men's 1/3 mile,29
661,Cycling Men's 1 mile,29
662,Cycling Men's 2 mile,29
663,"Art Competitions Mixed Sculpturing, Medals And Plaques",14
664,"Athletics Men's 1,600 metres Medley Relay",7
665,"Croquet Mixed Singles, Two Balls",61
666,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",31
667,Athletics Men's 60 metres,7
668,Snowboarding Women's Parallel Giant Slalom,51
669,Sailing Mixed 2-3 Ton,11
670,Speed Skating Men's Allround,5
671,"Shooting Men's Military Rifle, Prone, 600 metres",26
672,"Canoeing Men's Canadian Doubles, 10,000 metres",31
673,Snowboarding Women's Parallel Slalom,51
674,"Shooting Men's Dueling Pistol, 30 metres, Team",26
675,"Gymnastics Men's Parallel Bars, Teams",13
676,"Gymnastics Men's Horizontal Bar, Teams",13
677,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",26
678,"Art Competitions Mixed Sculpturing, Medals And Reliefs",14
679,"Athletics Men's 1,500 metres Walk",7
680,"Athletics Men's 3 mile, Team",7
681,"Art Competitions Mixed Sculpturing, Medals",14
682,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",26
683,"Equestrianism Men's Vaulting, Team",25
684,"Shooting Men's Free Rifle, Any Position, 300 metres",26
685,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",26
686,Swimming Men's 100 Yard Backstroke,9
687,Swimming Men's 440 Yard Breaststroke,9
688,"Art Competitions Mixed Literature, Epic Works",14
689,Art Competitions Mixed Architecture,14
690,"Athletics Men's 3,500 metres Walk",7
691,Roque Men's Singles,63
692,Gymnastics Men's Side Horse,13
693,Alpinism Mixed Alpinism,64
694,Archery Men's Double American Round,37
695,Archery Men's Team Round,37
696,"Archery Men's Target Archery, 33 metres, Individual",37
697,"Archery Men's Target Archery, 50 metres, Individual",37
698,"Swimming Men's 1,000 metres Freestyle",9
699,Athletics Men's 10 mile Walk,7
700,"Athletics Men's Discus Throw, Both Hands",7
701,Golf Men's Team,35
702,Sailing Mixed 0-0.5 Ton,11
703,Sailing Mixed 20+ Ton,#N/A
704,Cycling Women's Team Sprint,29
705,"Weightlifting Men's Unlimited, Two Hands",17
706,"Shooting Men's Free Pistol, 25 metres",26
707,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",26
708,"Shooting Men's Military Revolver, 20 metres",26
709,Shooting Men's Dueling Pistol Au Vise 20 metres,26
710,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",26
711,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",26
712,Sailing Mixed 6.5 metres,11
713,Athletics Men's 200 metres Hurdles,7
714,Athletics Men's 56-pound Weight Throw,7
715,Equestrianism Mixed Four-In-Hand Competition,25
716,"Athletics Men's 2,500 metres Steeplechase",7
717,"Art Competitions Mixed Music, Unknown Event",14
718,Athletics Men's All-Around Championship,7
719,"Archery Men's Pole Archery, Small Birds, Individual",37
720,"Archery Men's Pole Archery, Large Birds, Individual",37
721,"Archery Men's Pole Archery, Small Birds, Team",37
722,"Archery Men's Pole Archery, Large Birds, Team",37
723,"Athletics Men's 2,590 metres Steeplechase",7
724,Archery Women's Double Columbia Round,37
725,"Athletics Men's 4 mile, Team",7
726,Figure Skating Men's Special Figures,34
727,"Shooting Men's Military Rifle, Standing, 300 metres",26
728,Swimming Men's 50 yard Freestyle,9
729,Swimming Men's 100 yard Freestyle,9
730,Swimming Men's 440 yard Freestyle,9
731,Basque Pelota Men's Two-Man Teams With Cesta,65
732,"Shooting Men's Trap, Single Shot, 16 metres",26
733,"Shooting Men's Trap, Double Shot, 14 metres",26
734,Equestrianism Mixed Long Jump,25
735,"Canoeing Men's Folding Kayak Singles, 10 kilometres",31
736,"Shooting Men's Free Pistol, 30 metres",26
737,"Shooting Men's Military Pistol, 25 metres",26
738,Swimming Men's 100 metres Freestyle For Sailors,9
739,Archery Men's Sur La Perche a La Herse,37
740,Sailing Mixed 3-10 Ton,11
741,"Gymnastics Men's Individual All-Around, 4 Events",13
742,"Wrestling Men's Unlimited Class, Greco-Roman",18
743,Motorboating Mixed B-Class (Under 60 Feet),#N/A
744,Motorboating Mixed C-Class,59
745,"Cycling Men's 10,000 metres",29
746,"Art Competitions Mixed Sculpturing, Reliefs",14
747,"Shooting Men's Muzzle-Loading Pistol, 25 metres",26
748,Equestrianism Mixed High Jump,25
749,Archery Men's Sur La Perche a La Pyramide,37
750,"Fencing Men's Single Sticks, Individual",24
751,Gymnastics Men's Tumbling,13
752,Shooting Men's Unknown Event,26
753,Sailing Mixed 18 foot,11
754,Archery Men's Unknown Event,37
755,"Archery Men's Au Chapelet, 50 metres",37
756,Archery Men's Championnat Du Monde,37
757,Archery Women's Team Round,37
758,"Wrestling Men's All-Around, Greco-Roman",18
759,Cycling Men's 12-Hours Race,29
760,Swimming Men's 500 metres Freestyle,9
761,Weightlifting Men's All-Around Dumbbell Contest,17
762,"Archery Men's Au Chapelet, 33 metres",37
763,"Archery Men's Au Cordon Dore, 33 metres",37
764,"Archery Men's Target Archery, 28 metres, Individual",37
765,Aeronautics Mixed Aeronautics,66
