deportista_id,nombre,genero,edad,altura,peso,equipo_id
2221,Dianne Marie Alagich,2,21,169,64,66
2222,Saleh AlahDjaba,1,22,0,0,191
2223,Edoardo Alaimo,1,0,0,0,507
2224,Ernesto Arturo Alas,1,54,186,98,45
2225,Arsen Shakhlamazovich Alakhverdiyev,1,23,154,52,978
2226,Danielle Remilekun B. Danni Alakija,2,16,182,71,349
2227,Metin Hizir Alako,1,26,170,62,1071
2228,Ahmed Alam,1,28,172,70,770
2229,Fouad Salam Alam,1,24,194,84,308
2230,Mohamed Mahbub Alam,1,27,170,80,86
2231,Mohamed Shah Alam,1,26,168,63,86
2232,Naveed Alam,1,22,0,0,770
2233,Noor Alam,1,26,172,73,770
2234,Saiful Alam,1,27,0,0,86
2235,Karim Alami,1,19,185,85,683
2236,Salima El Ouali AlAlami,2,28,179,58,683
2237,Nima Alamian,1,23,174,70,496
2238,Noshad Alamian Darounkolaei,1,20,170,67,496
2239,Yenew Alamirew Getahun,1,22,178,57,332
2240,Souhalia Alamou,1,24,177,78,106
2241,Ali Rza Alan,1,25,160,52,1071
2242,Anthony Kenneth AlanWilliams,1,29,186,76,413
2243,Gaston Alancourt,1,24,0,0,362
2244,Pertti Kalevi Fredrik lander,1,23,172,65,350
2245,Pekka Ahti Kalervo Alanen,1,19,170,57,350
2246,Kalervo Johannes Alanenp,1,24,171,60,1012
2247,Amelita Alanes Saberon ,2,20,158,50,799
2248,Eduardo Alans Guerrero,1,18,174,55,656
2249,Jos Guadalupe Alanis Tamez,1,0,0,0,656
2250,Juan Alans Guerrero,1,18,177,70,656
2251,Mauro Alans Gonzlez,1,26,158,60,656
2252,Ral Alanis Guerrero,1,24,181,75,656
2253,Salvador Alans Duque,1,19,180,0,656
2254,Burhan Alanku,1,17,170,68,1071
2255,Vyacheslav Nikolayevich Alanov,1,28,172,59,978
2256,Vladan Alanovi,1,25,190,81,246
2257,Mohammed AlAlaoui,1,24,188,84,683
2258,Mariem Alaoui Selsouli,2,24,152,45,683
2259,Julian Alaphilippe,1,24,173,62,362
2260,Gbor Alapy,1,24,0,0,477
2261,Osama Mohammed Ye Alarag,1,16,175,72,831
2262,Agustn Alarcn Vargas,1,26,184,87,982
2263,Bartolom Alarcn Vargas,1,25,182,83,982
2264,Jorge Alarcn Gmez,1,19,185,80,656
2265,E. Martn Alarcn Isidro,1,0,0,0,656
2266,Ricard Alarcn Tevar,1,24,188,110,982
2267,ric Alard,1,30,187,97,364
2268,Pierre Alard,1,19,181,107,362
2269,Altti Matti Ensio Alarotu,1,23,186,73,350
2270,David Alarza Palacios,1,27,185,90,982
2271,Fernando Alarza Vicente,1,25,178,67,982
2272,Abdou Alassane Dji Bo,1,25,0,66,721
2273,Issa AlassaneOussni,1,27,180,76,106
2274,Mika Antero Alatalo,1,22,182,85,350
2275,Toimi Johannes Alatalo,1,30,174,67,350
2276,Janice Alatoa,2,23,166,55,1126
2277,Darija Alauf,2,23,0,0,490
2278,Emilio lava Sautu,1,63,0,0,982
2279,Jos Luis lava Quintana,1,28,179,87,982
2280,Marcel Alavoine,1,26,0,0,96
2281,Sergey Petrovich Alay,1,31,185,105,93
2282,ngel No Alayn Lpez,1,23,174,66,225
2283,Michle Alayrangues Halter ,2,21,168,60,362
2284,Kouflu Alazar,1,29,168,64,332
2285,Jos Daniel Alba Alba,1,27,185,78,656
2286,Jordi Alba Ramos,1,23,170,66,982
2287,Julia Mara Alba Alarc,2,28,169,57,982
2288,Julio Alba,1,0,0,0,45
2289,Rafael Yunier Alba Castillo,1,22,202,87,249
2290,Antonio Toni Albanese,1,30,176,76,507
2291,Armando Albano,1,27,0,0,138
2292,Aristidis Albanopoulos,1,0,0,0,419
2293,William Everett Bill Albans,1,22,190,77,1096
2294,Spirydion Jan Albaski,1,28,176,70,810
2295,Fabio Albarelli,1,25,179,80,507
2296,Marco Albarello,1,27,187,84,507
2297,John Laurent Albaret,1,41,0,0,1019
2298,Justo Carlos Albarracn,1,33,176,73,45
2299,Matas Albarracn,1,36,174,65,45
2300,Miguel ngel Albarracn,1,23,167,64,45
2301,Jos Luis Albarrn Calles,1,25,165,68,982
2302,Pierre Henri Maurice Albarran,1,26,0,0,365
2303,Nazar Albaryan,1,25,160,52,978
2304,Michael Albasini,1,31,172,67,1019
2305,Eduardo Luis Albe,1,28,172,66,45
2306,Ruslan Vladimirovich Albegov,1,24,192,156,874
2307,David Albelda Aliqus,1,23,182,75,982
2308,Tommy Albelin,1,33,186,87,1012
2309,Il Alben,2,26,172,62,1071
2310,Jos Manuel Albentosa Ferrer,1,24,172,56,982
2311,Reinhard Alber,1,20,184,75,1150
2312,Aldo Luciano Albera,1,29,170,67,507
2313,Alberto Alberani Samaritani,1,21,192,82,507
2314,Markel Alberdi Sarobe,1,24,187,76,982
2315,Johannes Hermanus Lambertus Jan Albers,1,24,179,68,705
2316,A. Albert,1,0,0,0,1092
2317,Auguste Albert,1,0,0,0,639
2318,Carlos Albert Llorente,1,21,185,75,656
2319,Charles Albert,1,0,0,0,362
2320,Dag Edward Albert,1,26,185,70,1012
2321,Fiona Albert,2,25,174,70,66
2322,Flrin Albert,1,18,182,75,477
2323,GeorgesHenri Albert,1,0,0,0,363
2324,Ilse Albert,2,23,0,0,71
2325,Ion Albert,1,26,0,0,861
2326,Jegbefumere Albert,1,19,195,81,722
2327,John Stephen Albert,1,23,185,77,413
2328,Karsten Klaus Albert,1,29,186,90,399
2329,Louis Albert,1,25,0,0,362
2330,Joseph Marc Albert,1,30,200,89,174
2331,Marko Albert,1,25,189,78,331
2332,Martine Albert,2,32,155,47,174
2333,Richard Rick Albert,1,24,183,70,174
2334,Samantha Albert Majendie ,2,37,165,59,511
2335,Agustina Albertario,2,23,165,55,45
2336,Angela Alberti,2,23,163,55,507
2337,Bruno Alberti,1,25,174,75,507
2338,Hermenegildo Alberti,1,23,0,0,45
2339,Demetrio Albertini,1,20,0,0,507
2340,Mario Albertini,1,0,0,0,507
2341,Pierre Albertini,1,30,185,87,362
2342,Nely Carla Alberto Francisca,2,29,179,90,982
2343,Alberto Alberto Leguel Ribeiro Marques,1,23,174,72,138
2344,Reno Luigi Alberton,1,19,0,0,507
2345,Johan Arend Jos Alberts,1,24,0,0,705
2346,Jacques Anton Sjaak Alberts,1,26,0,0,705
2347,Georg Albert Christian Albertsen,1,30,0,0,273
2348,Johnny Albertsen,1,16,170,75,273
2349,Ebbe Gustav Bertil Albertsson Andersson ,1,26,177,67,1012
2350,Kristina Albertus Hauer ,2,26,170,60,302
2351,Vivian Alberty,2,23,0,0,825
2352,Claes Johan Albihn,1,25,190,83,1012
2353,Emiliano Albn Antognazza,1,23,176,75,1121
2354,LouisHenri Albinet,1,25,0,0,362
2355,Abramo Albini,1,20,180,83,507
2356,Luis Alberto Albino Acua,1,22,0,0,1121
2357,Piotr Albiski,1,22,188,74,810
2358,Jess Mara Albisu Andrade,1,31,190,87,982
2359,IslamBeka SaidTsilimovich Albiyev,1,19,165,66,874
2360,Knud Thormod Albjerg,1,22,0,0,273
2361,Alan Jacob Alborn,1,17,178,61,1096
2362,Justo Pastor Albornoz Herrera,1,26,0,0,198
2363,Luis Albornoz Carreras,1,47,162,70,794
2364,Igor Alborov,1,21,183,91,1123
2365,Radu Albot,1,26,175,70,674
2366,Daniel Albrecht,1,22,183,89,1019
2367,mile Albrecht,1,0,0,0,1019
2368,Ernst Albrecht,1,20,0,0,399
2369,Fredi Albrecht,1,25,187,100,302
2370,Grant Albrecht,1,21,193,93,176
2371,Hans Albrecht,1,35,172,74,1019
2372,Herbert Karl Albrecht,1,35,178,87,399
2373,Kilian Albrecht,1,28,181,72,71
2374,Pierre Albrecht,1,21,0,0,1019
2375,Pierre Albrecht,1,21,0,0,1019
2376,Samuel Albrecht,1,26,180,71,138
2377,Silvia Albrecht,2,21,183,62,1019
2378,Sylvia Albrecht Heckendorf ,2,17,165,57,302
2379,Brigitte AlbrechtLoretan,2,21,175,64,1019
2380,Ole Kurt Albrechtsen,1,23,0,0,273
2381,John Robert Albrechtson,1,32,181,67,1012
2382,Margit Albrechtsson sberg ,2,34,0,0,1012
2383,Janez Albreht,1,35,175,72,1178
2384,Lothar Albrich,1,0,0,0,861
2385,Christopher John Chris Albright,1,21,185,81,1096
2386,Tenley Emma Albright Gardiner Blakely ,2,16,0,0,1096
2387,David Donald Dave Albritton,1,23,191,79,1096
2388,Nicoleta Albu,2,23,183,76,861
2389,Anatoly Mikhaylovich Albul,1,24,181,87,978
2390,Eduardo Martins Albuquerque,1,32,178,103,816
2391,Gustavo Barreiros de Albuquerque,1,25,172,85,138
2392,Mablio Antnio Gomes Sousa Agostini Albuquerque,1,19,181,84,816
2393,Kenneth Harrison Earl Albury,1,32,185,92,80
2394,Emmy Albus Liersch ,2,24,172,57,399
2395,Osvaldo Alcaide,1,23,0,0,825
2396,Jos Gerardo Alcala Garca,1,23,170,57,656
2397,Mara Jos Alcal Izguerra,2,16,164,51,656
2398,Ral Alcal Gallegos,1,20,170,64,656
2399,Rubn Alcala,1,23,190,76,656
2400,Jorge Luis Flix Alcalde Millos,1,19,180,0,794
2401,Manuel Alcalde Fornieles,1,27,170,59,982
2402,Teodoro Alcalde Millos,1,22,0,0,794
2403,Agustn Alcntara Estrada,1,21,176,70,656
2404,Carlos Sal Alcantara,1,27,0,0,1121
2405,Dailenys Alcntara Pacheco,2,20,163,56,249
2406,Jos Alczar Prez,1,23,184,80,982
2407,Ernesto Alciati,1,22,0,0,507
2408,Aurelie Alcindor,2,22,169,47,646
2409,Lindsay Alcock,2,24,170,68,174
2410,Arnold Alcolea Nez,1,29,0,0,249
2411,David Alcoriza,1,27,180,73,1096
2412,Kyle Scott Alcorn,1,27,185,82,1096
2413,Ignacio Alcorta Azproz,1,22,182,73,982
2414,Chimene Mary Chemmy Alcott Crawford ,2,19,169,69,413
2415,Ricardo Aldabe Moreno,1,19,193,80,982
2416,Zhanbota Yerkinovna Aldabergenova,2,18,168,57,535
2417,Peter Aldag,1,27,192,92,399
2418,Rolf Aldag,1,27,190,75,399
2419,Aldair Nascimento dos Santos,1,30,183,76,138
2420,Andrs Aldama Cabrera,1,20,183,63,249
2421,ngel Arnaldo Aldama Mejia,1,32,177,70,433
2422,Gregorio Aldama Fernndez,1,30,186,81,249
2423,Nancy Aldama Ruiloba,2,22,156,52,249
2424,Santiago Aldama Aleson,1,23,213,98,982
2425,Yamil Aldama Pozo Dodds ,2,28,173,62,249
2426,Andrea Dennise Aldana Bennett,2,23,172,68,433
2427,Javier Aldanondo Luzuriaga,1,21,168,60,982
2428,Moiss Aldape Chvez,1,26,175,62,656
2429,Ibrahim Erikovych Aldatov,1,24,174,74,1084
2430,Ramn Aldea,1,40,179,0,799
2431,Henri Eugne Aldebert,1,43,0,0,363
2432,Armando Rodrigues Aldegalega,1,26,161,53,816
2433,Giovanna Aldegani,2,19,170,80,507
2434,Cyril Albert Alden,1,0,0,0,413
2435,Karl Johan Andr Aldenhov,1,24,0,70,1012
2436,Guillermo Alder,1,20,0,0,45
2437,Ins Alder,2,21,0,0,45
2438,James Noel Carroll Jim Alder,1,28,172,64,413
2439,Brett Alderman,1,25,190,91,66
2440,Frederick Pitt Fred Alderman,1,22,177,75,1096
2441,Jacky Alders,1,20,180,74,96
2442,Olympia Aldersey,2,24,183,75,66
2443,Joan Jody Alderson Braskamp ,2,17,170,59,1096
2444,Manole Aldescu,1,22,0,0,861
2445,Robert Mathew Bob Aldighieri,1,26,170,70,1096
2446,Horace James Murrall Aldous,1,25,0,0,413
2447,Mark David Aldred,1,29,188,71,413
2448,Erin Marie Aldrich,2,22,186,62,1096
2449,William Truman Aldrich,1,48,0,0,1096
2450,Blake Aldridge,1,26,167,64,413
2451,Peter Aldridge,1,19,173,69,511
2452,Ronald Charles Ron Aldridge,1,31,180,67,174
2453,Anil Alexander Aldrin,1,24,0,0,487
2454,Josip Jozo Alebi,1,25,177,72,1178
2455,Marius Alecu,1,21,173,115,861
2456,Samuel Alegada,1,26,160,56,799
2457,Carlos Alegre Benavides,1,0,0,0,794
2458,David Alegre Biosca,1,19,184,75,982
2459,Pedro Alegre Arrizabalaga,1,22,181,85,982
2460,Ramn Alegre Biosca,1,23,171,71,982
2461,Ana Feio da Gama Alegria,2,15,177,65,816
2462,Flix Alegra,1,35,0,0,198
2463,Jannet Alegria Pea,2,24,154,49,656
2464,Jo Qesem Ayela Aleh,2,22,171,58,716
2465,Eliana Maria Nagib Aleixo,2,26,172,63,138
2466,Juan Manuel Alejndrez Rodrguez,1,24,170,68,656
2467,Eric Javier Alejandro,1,26,180,81,825
2468,Blanca Iris Alejo Tejeda,2,26,152,45,291
2469,Virgilijus Alekna,1,24,200,130,591
2470,Aleksandar Aleksandrov,1,24,195,85,154
2471,Aleksandar Emilov Aleksandrov,1,27,164,51,154
2472,Aleksandr Aleksandrov,1,22,189,93,74
2473,Boris Viktorovich Aleksandrov,1,20,168,69,978
2474,Daniel Tihomirov Aleksandrov,1,24,182,81,154
2475,Dmitry Aleksandrov,1,19,185,75,557
2476,Ilian Vasiliev Aleksandrov,1,20,172,66,154
2477,Khristo Aleksandrov,1,22,192,91,154
2478,Konstantin Aleksandrov,1,26,172,100,557
2479,Konstantin Aleksandrov,1,32,180,95,158
2480,Mikhail Plamenov Aleksandrov,1,19,193,88,154
2481,Oleg Aleksandrov,1,23,185,81,978
2482,Plamen Donchev Aleksandrov,1,19,194,91,154
2483,Rumen Aleksandrov,1,20,176,89,154
2484,Sergey Yevgenyevich Aleksandrov,1,27,176,95,535
2485,Stefan Aleksandrov,1,21,160,50,154
2486,Veniamin Veniaminovich Aleksandrov,1,22,180,81,978
2487,Vladimir Petrovich Aleksandrov,1,26,178,89,980
2488,Vladimir Aleksandrov,1,23,172,70,978
2489,Anna Aleksandrova Klochkova ,2,22,0,0,978
2490,Liliyana Lyubenova Aleksandrova,2,21,167,67,154
2491,Nadezhda Valeryevna Aleksandrova,2,20,172,67,874
2492,Nataliya Yuryevna Aleksandrova,2,20,171,53,93
2493,Valentina Aleksandrova,2,18,180,81,154
2494,Yuliya Ivanovna Aleksandrova,2,21,178,73,874
2495,Larisa AleksandrovaPopova,2,19,180,83,978
2496,Dmitry Sergeyevich Aleksanin,1,20,186,87,535
2497,Artur Aleksanyan,1,20,190,98,55
2498,Gevorg Aleksanyan,1,23,170,77,55
2499,Ruben Aleksanyan,1,26,180,150,55
2500,Yana Ivanovna Alekseevna,2,28,169,60,74
2501,Marko Aleksejev,1,25,196,80,331
2502,Sandra Aleksejeva,2,21,164,62,567
2503,Adolfas Aleksejnas,1,27,172,66,978
2504,Aleksandr Vyacheslavovich Alekseyev,1,23,188,91,874
2505,Aleksandr Yuryevich Alekseyev,1,30,188,85,93
2506,Denis Sergeyevich Alekseyev,1,20,185,76,874
2507,Dmitry Sergeyevich Alekseyev,1,22,182,84,979
2508,Igor Alekseyev,1,23,172,91,874
2509,Lev Borisovich Alekseyev,1,26,172,70,158
2510,Vadim Alekseyev,1,18,183,80,978
2511,Vasily Ivanovich Alekseyev,1,30,185,160,978
2512,Yevgeny Petrovich Alekseyev,1,34,186,93,535
2513,Galina Aleksandrovna Alekseyeva,2,17,157,50,978
2514,Lyubov Alekseyeva,2,17,154,47,535
2515,Svetlana Yuryevna Alekseyeva,2,26,168,53,93
2516,Aleksandar Aleksi,1,20,188,89,912
2517,Milan Aleksi,1,26,193,96,912
2518,Boycho Aleksiev,1,24,0,0,154
2519,Rumen Emilov Aleksiev,1,21,189,84,154
2520,Todor Nikolaev Aleksiev,1,25,200,96,154
2521,Nadezhda Aleksieva,2,22,165,57,154
2522,Verka Aleksieva,2,32,167,70,154
2523,Ilya Leonidovich Aleksiyevich,1,21,173,66,93
2524,Armando Alemn Subirn,1,23,0,0,982
2525,Martn Aleman Uriarte,1,25,0,0,720
2526,Ren Aleman,1,34,167,67,362
2527,Ivn Alemany Villar,1,21,178,60,982
2528,Juan Francisco Alemany Marn,1,28,0,0,982
2529,Moges Alemayehu,1,31,166,53,332
2530,Simretu Alemayehu,1,29,182,68,332
2531,Tilahun Alemayehu,1,18,174,61,332
2532,Burhanettin eref Alemdar,1,19,0,0,1071
2533,Bekele Alemu,1,23,173,70,332
2534,Berhanu Alemu,1,18,179,63,332
2535,Dagne Alemu,1,19,171,58,332
2536,Elfenesh Alemu,2,25,165,51,332
2537,Habitam Alemu,2,19,171,52,332
2538,Expedito Arrais Alencar,1,22,172,66,138
2539,Aleksandr Apollonovich Alenitsyn,1,27,0,0,874
2540,Ioannis Alepous,1,0,0,0,419
2541,Luis Alers Acevedo,1,21,175,72,825
2542,David Alerte,1,19,192,83,362
2543,Octavio Andrs Alesi Gonzlez,1,21,174,69.5,1128
2544,Mario Alesini,1,28,190,89,507
2545,Alessandra Medeiros da Oliveira,2,18,184,75,138
2546,Alessandra dos Santos de Oliveira,2,22,200,85,138
2547,Ludovico Ferdinando Alessandri,1,32,0,0,138
2548,Fiona Michelle Alessandri Wildy ,2,20,175,61,66
2549,Gaspare Alessandri,1,24,170,0,507
2550,Antoine Luc Alessandri,1,57,0,0,362
2551,Arnaud Alessandria,1,20,185,92,675
2552,Hugh Vincenzo Alessandroni,1,24,0,0,1096
2553,Karl Theophil Christian Aletter,1,21,183,0,399
2554,Jacques Aletti,1,21,187,72,362
2555,Maria Alevizou,2,19,165,48,419
2556,Panagiotis Alevras,1,27,175,80,419
2557,Stavros Alevras,1,25,175,80,419
2558,Alexsandro Alex de Souza,1,22,176,73,138
2559,Alex Sandro Lobo Silva,1,21,177,60,138
2560,Jaroslav Alexa,1,19,185,78,259
2561,Rodolfos Georgios Alexakos,1,35,180,85,419
2562,Fleming Alex Alexander,1,19,0,0,66
2563,Ana Bella Alexander Lamothe,2,21,173,63,249
2564,Ayanna Alexander,2,30,171,60,1065
2565,Caroline Sarah J. Alexander,2,28,170,51,413
2566,Constantine Connie Alexander,1,26,173,63,413
2567,Edward Eddie Alexander,1,24,180,78,413
2568,Gary Joseph Alexander,1,32,165,62,1096
2569,Gordon Reuben Alexander,1,0,0,0,413
2570,Gustav Bernhard Franck Alexander,1,26,0,0,413
2571,J maal Alexander,1,18,178,64,146
2572,John W. Jack Alexander,1,21,182,69,174
2573,Jane Elizabeth Alexander,2,17,162,52,413
2574,Kineke Alicia Alexander,2,22,178,65,885
2575,Lisa Alexander,2,27,172,58,174
2576,Michael O Donel Bjarne Alexander,1,24,188,74,413
2577,Morgan Alexander,1,23,182,92,175
2578,Nicholas Nick Alexander,1,21,180,64,1096
2579,Niconnor Nico Alexander,1,23,170,69,1065
2580,Richard Ian M. Alexander,1,26,168,80,413
2581,Timothy Tim Alexander,1,23,185,80,66
2582,Thomas Tom Alexander,1,18,0,0,174
2583,BuffyLynne AlexanderWilliams,2,23,170,69,174
2584,Macarena Alexanderson lvarez,2,20,0,0,656
2585,Jens Niclas Nick Alexandersson,1,20,181,74,1012
2586,Rnar Ruslan Alexandersson Ovtinnikov ,1,19,171,63,482
2587,Alexandra Priscila do Nascimento,2,22,177,68,138
2588,Jean Alexandre,1,19,0,0,96
2589,Marc Robert Alexandre,1,24,170,73,362
2590,Marcelo O. Alexandre,1,21,193,90,45
2591,Michel Alexandre,1,22,169,65,362
2592,Alexandre Alexandre Pato Rodrigues da Silva,1,18,179,71,138
2593,AnnaMaria Alexandri,2,18,170,48,71
2594,EiriniMarina Alexandri,2,18,171,50,71
2595,Panagiotis Alexandris,1,22,180,79,419
2596,Yorgo Alexandrou,1,29,190,110,55
2597,Constantin Alexandru,1,22,157,52,861
2598,Lavrentis Alexanidis,1,26,171,65,419
2599,Ion Alexe,1,22,189,81,861
2600,Edward Ed Alexiuk,1,24,188,89,174
2601,Alexandros Alexios Alexopoulos,1,25,185,84,419
2602,Efstathios Alexopoulos,1,0,178,86,419
2603,AthinaTheodora Alexopoulou,2,21,163,63,419
2604,Khaido Alexouli,2,25,180,60,419
2605,Alin AlexucCiurariu,1,22,191,105,861
2606,Rezeda Aleyeva,2,32,176,75,535
2607,Vladimir Petrovich Aleynik,1,23,184,74,978
2608,Yevgeny Vasilyevich Aleynikov,1,29,181,88,874
2609,Dias Alface,1,0,0,0,688
2610,Abdoul Razak Issoufou Alfaga,1,21,207,90,721
2611,Antonio Alfaro Ramos,1,36,172,70,656
2612,Carlos Alejandro Alfaro Moreno,1,23,191,75,45
2613,Enrique Alfaro Rojas,1,22,175,67,656
2614,Ernesto Alfaro Bermdez,1,30,165,68,225
2615,Isaac Alfaro Loza,1,0,0,0,656
2616,Natalia Alfaro Paniagua,2,29,165,59,236
2617,scar Armando Alfaro Saavedra,1,0,0,0,198
2618,Rafael Alfaro Ferracuti,1,20,185,80,310
2619,Lidiya Nikolayevna Alfeyeva,2,30,170,62,978
2620,Luciano Cesare Alfieri,1,24,176,72,507
2621,Clint Alfino,1,32,178,85,967
2622,Francisco Alfino,1,23,174,70,967
2623,Laurens Cornelus Loek Alflen,1,26,157,57,705
2624,Andrea Alfldi Rejt ,2,27,164,63,477
2625,Ramn Alfonseda Pons,1,20,0,0,982
2626,Bernardo Alfonsel Lpez,1,22,172,83,982
2627,Giovanni Battista Gianbattista Alfonsetti,1,22,176,80,507
2628,Jean Alfonsetti,1,20,0,0,602
2629,Alfonso Prez Muoz,1,19,178,69,982
2630,Carlos Alfonso,1,31,176,74,45
2631,Clara Alfonso Freyre,2,18,190,70,249
2632,Dmaso Luis Alfonso Reyes,1,24,181,76,249
2633,Juan Alfonso Armenteros,1,22,188,95,249
2634,Maura Alfonso,2,24,176,68,249
2635,Robert Leodan Alfonso Acea,1,21,193,102,249
2636,Stephen Todd Steve Alford,1,19,185,74,1096
2637,Laurent Paul Alfred,1,17,0,0,1098
2638,Axel Alfredsson,1,22,0,0,1012
2639,Hans Daniel Alfredsson,1,25,182,92,1012
2640,runn Alfresdttir,2,15,0,0,482
2641,Alfre Karl Alfresson,1,35,180,78,482
2642,Erica Alfridi,2,32,168,52,507
2643,Max Ferdinand Alfthan,1,20,0,0,457
2644,Percival Alger,1,23,167,68,799
2645,Stephen Steve Alger,1,30,187,84,111
2646,Pietro Algeri,1,21,180,69,507
2647,Vittorio Algeri,1,23,174,68,507
2648,Zenny Algodo de Azevedo,1,23,183,77,138
2649,Ulf Hkan Gran Algotsson,1,27,178,77,1012
2650,Linda Camilla Algotsson,2,24,162,50,1012
2651,Sara Anneli Algotsson Ostholt,2,29,163,56,1012
2652,Ernesto Alguera,1,19,163,54,720
2653,George Alhassan,1,27,175,71,404
2654,Olli Valmari Alho,1,32,185,78,350
2655,Mohamed Alhousseini Alhassan,1,30,0,0,721
2656,Abdul Muhsen Ali,1,19,182,78,556
2657,Abdul Wahab Ali,1,30,175,80,497
2658,Abdullah Ali,1,28,0,0,308
2659,Abdullah Ali,1,0,175,80,81
2660,Abdurahman Ali,1,21,0,0,799
2661,Ahmed Ali,1,23,0,0,308
2662,Ahmed Ali Agabus,1,23,168,67,404
2663,Ahmed Ali,1,22,173,75,1003
2664,Ahmed Ali Salem Khamis AlAbri,1,22,171,72,1094
2665,Ahmed Khalaf Khalaf Ali,1,0,0,0,308
2666,Amos Ali,1,20,165,64,782
2667,Anwar Mohamed Ali,1,25,170,58,1170
2668,Aziz Ali,1,27,173,81,537
2669,Barkat Ali,1,29,190,81,770
2670,Belal Mansoor Ali,1,19,170,61,81
2671,Ben Ali,1,0,0,0,1095
2672,Bertille Ali,2,22,158,48,184
2673,Csaba Ali,1,17,175,72,477
2674,Farag Ali,1,21,165,52,308
2675,Fouad M. Ali,1,28,0,0,308
2676,Ghada Ali,2,19,166,67,587
2677,Ghazanfar Ali,1,26,175,72,770
2678,Gibreel Ali,1,0,178,77,1003
2679,Haider Ali,1,20,170,57,770
2680,Hamed Ali,1,20,168,63,899
2681,Hamza Abdel Mohamed Ali,1,28,0,0,308
2682,Imam Hassan Ali Bechara,1,24,0,0,308
2683,Kame Ali,1,28,185,84,612
2684,Lahoussine Xavier Ali,1,33,176,68,683
2685,Annabel Laure Ali,2,23,176,75,172
2686,Liaqat Ali,1,28,0,0,770
2687,Mamane Sani Ali,1,31,0,0,721
2688,Mehboob Ali,1,26,0,0,770
2689,Mohamed Helal Ali,1,0,183,80,1094
2690,Mohammed Ali Abdel Moneim,1,23,160,56,497
2691,Muhammad Ali,1,19,0,0,770
2692,Muhammad Ali,1,20,173,52,413
2693,Najah Ali Salah,1,24,150,48,497
2694,Nasir Ali,1,25,176,69,770
2695,Nia Sifaatihii Ali,2,27,170,65,1096
2696,Peter Ali,1,24,194,91,66
2697,Sadam Ali,1,19,175,60,1096
2698,Shahrudin Mohamed Ali,1,19,170,62,618
2699,Shaukat Ali,1,30,0,0,487
2700,Sheikh Ali bin Sheik Mohamed,1,0,0,0,618
2701,Shifana Ali,2,20,153,52,622
2702,Syed Ali,1,19,169,60,487
2703,Syed Mushtaq Ali,1,22,165,61,487
2704,Thamer Kamal Ali,1,19,170,60,831
2705,Wazir Ali,1,20,0,0,770
2706,Sayed Zeeshan Ali,1,18,180,64,487
2707,Zourah Mohamed Ali,2,17,162,53,287
2708,Ali Adnan Kadhim Nassir AlTameemi,1,22,185,71,497
2709,Robleh Ali Adou,1,24,174,60,287
2710,Sadegh Ali Akbarzadeh Khoi,1,27,163,54,496
2711,Fathia Ali Bouraleh,2,20,0,0,287
2712,Mohamed Sid Ali Djouadi,1,20,0,0,15
2713,Ali Faez Atia,1,21,180,75,497
2714,Haissa Ali Garba,2,18,0,0,721
2715,mile Ali Khan,1,17,180,69,362
2716,Mudassar Ali Khan,1,24,178,75,770
2717,Ahmed Ali Ahmed Saleh,1,28,179,78,308
2718,Haider Ali Shah,1,25,182,75,770
2719,Bibiro Ali Taher,2,28,160,44,191
2720,Roda Ali Wais,2,16,158,52,287
2721,Antonio Pietro Tony AliAlly,1,22,180,90,413
2722,Rahim Aliabadi,1,29,158,48,496
2723,Gaston Jules Louis Antoine Alibert,1,22,0,0,362
2724,Pierre Alibert,1,19,0,0,955
2725,Giuseppe Aliberti,1,23,0,0,507
2726,Hamza Ali,1,29,186,130,133
2727,Yuruby Rosaura Alicart Ramrez,2,22,154,60,1128
2728,Pablo Alicea Rodrguez,1,33,178,91,825
2729,Cora Alicto,2,28,168,59,431
2730,Mohammad AlidjaniMomer,1,25,175,73,496
2731,Nazim Alidjanov,1,25,168,59,674
2732,CarollAnn Alie Rosenberg ,2,32,173,60,174
2733,Tjoeij Lin Alienilin,2,29,165,0,491
2734,Adnan Aliev,1,24,182,85,154
2735,Sergey Gennadyevich Alifirenko,1,41,168,72,874
2736,Nazirdin Alikbekov,1,30,168,62,557
2737,Vladimir Aleksandrovich Alikin,1,22,0,0,978
2738,Jouko Antero Alila,1,29,176,76,350
2739,Mirko Alilovi,1,22,200,110,246
2740,Vladimir Alimdyanov,1,23,187,88,1123
2741,Amadou Alimi,1,0,0,0,106
2742,Sikuru Alimi,1,22,175,67,722
2743,Zhanibek Alimkhanuly,1,23,182,75,535
2744,Thierry Gille Alimondo,1,25,187,80,362
2745,Nataliya Adamovna Alimova Trandenkova ,2,29,192,78,874
2746,Elmir Eldarovich Alimzhanov,1,25,185,72,535
2747,Sergey Alimzhanov,1,29,0,0,535
2748,Jan Alin,1,21,188,79,256
2749,Aline Villares Reis,2,27,162,60,138
2750,Aline Pellegrino,2,22,180,71,138
2751,Aline Silva dos Santos,2,22,195,96,138
2752,Jamal AlAlioui,1,22,178,74,683
2753,Manfredo P. Alipala,1,25,173,67,799
2754,Aleksandr Vasilyevich Alipov,1,20,171,90,978
2755,Aleksey Aleksandrovich Alipov,1,25,175,80,874
2756,Georgios Aliprantis,1,0,0,0,419
2757,Nikolaos Aliprantis,1,0,0,0,419
2758,Alison Conte Cerutti,1,26,203,106,139
